date,cpi,gdp,snp,unemp,inflation_by_month,inflation_by_year,stocks,recession,prez_gop,gov_gop,sen_gop,rep_gop,prez_dem,gov_dem,sen_dem,rep_dem,inflation
2002-01-01,177.7,3.10522,1130.199951,-5.7,-0.16910935738443378,-1.1958997722095743,-1.5573832559794276,FALSE,1,27,50,221,0,21,50,211,-1.1958997722095743
2002-02-01,178,3.10522,1106.72998,-5.7,-0.16882386043894915,-1.1363636363636465,-2.0766211305560334,FALSE,1,27,50,221,0,21,50,211,-1.1363636363636465
2002-03-01,178.5,3.10522,1147.390015,-5.7,-0.2808988764045006,-1.3628620102214661,3.6738893618839086,FALSE,1,27,50,222,0,21,50,211,-1.3628620102214661
2002-04-01,179.3,2.78613,1076.920044,-5.9,-0.4481792717086819,-1.643990929705219,-6.141762615913993,FALSE,1,27,50,222,0,21,50,211,-1.643990929705219
2002-05-01,179.5,2.78613,1067.140015,-5.8,-0.1115448968209698,-1.2408347433727984,-0.908148107604545,FALSE,1,27,50,222,0,21,50,211,-1.2408347433727984
2002-06-01,179.6,2.78613,989.820007,-5.8,-0.055710306406675514,-1.0692177827799743,-7.245535441757367,FALSE,1,27,50,222,0,21,50,211,-1.0692177827799743
2002-07-01,180,3.73702,911.619995,-5.8,-0.22271714922048602,-1.465614430665152,-7.900427496612528,FALSE,1,27,50,222,0,21,50,211,-1.465614430665152
2002-08-01,180.5,3.73702,916.070007,-5.7,-0.2777777777777768,-1.747463359639223,0.4881433080019315,FALSE,1,27,50,222,0,21,50,211,-1.747463359639223
2002-09-01,180.8,3.73702,815.280029,-5.7,-0.16620498614958734,-1.516002245929271,-11.002431826151904,FALSE,1,27,50,222,0,21,50,211,-1.516002245929271
2002-10-01,181.2,3.76123,885.76001,-5.7,-0.22123893805308104,-2.0270270270270174,8.644880101680986,FALSE,1,27,50,222,0,21,50,211,-2.0270270270270174
2002-11-01,181.5,3.76123,936.309998,-5.9,-0.16556291390728006,-2.2535211267605604,5.706962092361789,FALSE,1,27,50,222,0,21,50,211,-2.2535211267605604
2002-12-01,181.8,3.76123,879.820007,-6,-0.16528925619836432,-2.4802705749718212,-6.033257267429059,FALSE,1,27,50,222,0,21,50,211,-2.4802705749718212
2003-01-01,182.6,3.65226,855.700012,-5.8,-0.44004400440043057,-2.757456387169399,-2.7414692559952214,FALSE,1,26,51,231,0,24,48,203,-2.757456387169399
2003-02-01,183.6,3.65226,841.150024,-5.9,-0.5476451259583737,-3.146067415730336,-1.7003608502929368,FALSE,1,26,51,231,0,24,48,203,-3.146067415730336
2003-03-01,183.9,3.65226,848.179993,-5.9,-0.16339869281045694,-3.025210084033625,0.8357568566151441,FALSE,1,26,51,231,0,24,48,203,-3.025210084033625
2003-04-01,183.2,3.98636,916.919983,-6,0.38064165307233333,-2.175125488008911,8.104410687272612,FALSE,1,26,51,231,0,24,48,203,-2.175125488008911
2003-05-01,182.9,3.98636,963.590027,-6.1,0.16375545851528006,-1.8941504178273005,5.089870966417798,FALSE,1,26,51,231,0,24,48,203,-1.8941504178273005
2003-06-01,183.1,3.98636,974.5,-6.3,-0.10934937124111865,-1.948775055679297,1.1322214525161467,FALSE,1,26,51,231,0,24,48,203,-1.948775055679297
2003-07-01,183.7,5.32749,990.309998,-6.2,-0.3276897870016393,-2.055555555555544,1.6223702411493068,FALSE,1,26,51,231,0,24,48,203,-2.055555555555544
2003-08-01,184.5,5.32749,1008.01001,-6.1,-0.4354926510615087,-2.216066481994461,1.7873203376464364,FALSE,1,26,51,231,0,24,48,203,-2.216066481994461
2003-09-01,185.1,5.32749,995.969971,-6.1,-0.3252032520325132,-2.378318584070782,-1.194436452074521,FALSE,1,26,51,231,0,25,48,203,-2.378318584070782
2003-10-01,184.9,6.42123,1050.709961,-6,0.10804970286331095,-2.041942604856528,5.496148638401066,FALSE,1,26,51,231,0,25,48,203,-2.041942604856528
2003-11-01,185,6.42123,1058.199951,-5.8,-0.05408328826392861,-1.9283746556473913,0.7128503847885437,FALSE,1,27,51,231,0,25,48,203,-1.9283746556473913
2003-12-01,185.5,6.42123,1111.920044,-5.7,-0.2702702702702675,-2.0352035203520247,5.076554100123931,FALSE,1,27,51,231,0,25,48,203,-2.0352035203520247
2004-01-01,186.3,6.75239,1131.130005,-5.7,-0.43126684636118906,-2.026286966046009,1.7276387006114557,FALSE,1,28,51,229,0,22,48,203,-2.026286966046009
2004-02-01,186.7,6.75239,1144.939941,-5.6,-0.21470746108425143,-1.688453159041381,1.2208973273589496,FALSE,1,28,51,229,0,22,48,203,-1.688453159041381
2004-03-01,187.1,6.75239,1126.209961,-5.8,-0.2142474558114671,-1.7400761283306032,-1.6358919214261247,FALSE,1,28,51,229,0,22,48,204,-1.7400761283306032
2004-04-01,187.4,7.12973,1107.300049,-5.6,-0.16034206306787535,-2.2925764192139875,-1.6790751862298725,FALSE,1,28,51,229,0,22,48,204,-2.2925764192139875
2004-05-01,188.2,7.12973,1120.680054,-5.6,-0.4268943436499306,-2.8977583378895444,1.2083450201310297,FALSE,1,28,51,229,0,22,48,204,-2.8977583378895444
2004-06-01,188.9,7.12973,1140.839966,-5.6,-0.37194473963868546,-3.1676679410158393,1.7988998669195677,FALSE,1,28,51,229,0,22,48,204,-3.1676679410158393
2004-07-01,189.1,6.3879,1101.719971,-5.5,-0.10587612493382359,-2.939575394665228,-3.4290519411904974,FALSE,1,29,51,229,0,22,48,204,-2.939575394665228
2004-08-01,189.2,6.3879,1104.23999,-5.4,-0.052882072977267214,-2.5474254742547275,0.2287349840552233,FALSE,1,29,51,229,0,22,48,205,-2.5474254742547275
2004-09-01,189.8,6.3879,1114.579956,-5.4,-0.3171247357294016,-2.5391680172879516,0.9363875691551504,FALSE,1,29,51,229,0,22,48,205,-2.5391680172879516
2004-10-01,190.8,6.30797,1130.199951,-5.5,-0.5268703898840821,-3.1909140075716547,1.4014243586486952,FALSE,1,29,51,229,0,22,48,205,-3.1909140075716547
2004-11-01,191.7,6.30797,1173.819946,-5.4,-0.4716981132075304,-3.621621621621607,3.859493619815235,FALSE,1,29,51,229,0,23,48,205,-3.621621621621607
2004-12-01,191.7,6.30797,1211.920044,-5.4,-0,-3.3423180592991875,3.24582131440454,FALSE,1,29,51,229,0,23,48,205,-3.3423180592991875
2005-01-01,191.6,6.88415,1181.27002,-5.3,0.052164840897228615,-2.8448738593666034,-2.5290467099494562,FALSE,1,28,54,232,0,22,45,201,-2.8448738593666034
2005-02-01,192.4,6.88415,1203.599976,-5.4,-0.41753653444676075,-3.0530262453133394,1.8903346078316563,FALSE,1,28,54,232,0,22,45,201,-3.0530262453133394
2005-03-01,193.1,6.88415,1180.589966,-5.2,-0.36382536382535413,-3.2068412613575736,-1.9117655748441043,FALSE,1,28,54,232,0,22,45,202,-3.2068412613575736
2005-04-01,193.7,6.50746,1156.849976,-5.2,-0.31071983428274663,-3.3617929562433257,-2.01085818816793,FALSE,1,28,54,232,0,22,45,202,-3.3617929562433257
2005-05-01,193.6,6.50746,1191.5,-5.1,0.05162622612286949,-2.869287991498415,2.9952046262565757,FALSE,1,28,54,231,0,22,45,202,-2.869287991498415
2005-06-01,193.7,6.50746,1191.329956,-5,-0.05165289256197081,-2.541026998411855,-0.01427142257658387,FALSE,1,28,54,231,0,22,45,202,-2.541026998411855
2005-07-01,194.9,6.77329,1234.180054,-5,-0.6195147134744561,-3.067160232681121,3.5968287193812287,FALSE,1,28,54,231,0,22,45,202,-3.067160232681121
2005-08-01,196.1,6.77329,1220.329956,-4.9,-0.6157003591585442,-3.6469344608879517,-1.1222104874496597,FALSE,1,28,54,231,0,22,45,202,-3.6469344608879517
2005-09-01,198.8,6.77329,1228.810059,-5,-1.37684854665987,-4.741833508956805,0.6949024694760331,FALSE,1,28,54,232,0,22,45,202,-4.741833508956805
2005-10-01,199.1,6.52274,1207.01001,-5,-0.15090543259557165,-4.350104821802936,-1.7740780066319406,FALSE,1,28,54,232,0,22,45,202,-4.350104821802936
2005-11-01,198.1,6.52274,1249.47998,-5,0.5022601707684538,-3.3385498174230532,3.5186095929726546,FALSE,1,28,54,232,0,22,45,202,-3.3385498174230532
2005-12-01,198.1,6.52274,1248.290039,-4.9,-0,-3.3385498174230532,-0.09523489924184725,FALSE,1,28,54,232,0,22,45,202,-3.3385498174230532
2006-01-01,199.3,6.51802,1280.079956,-4.7,-0.6057546693589266,-4.018789144050117,2.5466771348641615,FALSE,1,28,54,231,0,22,45,201,-4.018789144050117
2006-02-01,199.4,6.51802,1280.660034,-4.8,-0.050175614651282174,-3.63825363825363,0.045315763072539816,FALSE,1,28,54,231,0,22,45,201,-3.63825363825363
2006-03-01,199.7,6.51802,1294.869995,-4.7,-0.15045135406217547,-3.4179181771103018,1.1095810459249567,FALSE,1,28,54,231,0,22,45,201,-3.4179181771103018
2006-04-01,200.7,6.36422,1310.609985,-4.7,-0.5007511266900355,-3.613835828600931,1.2155652737941391,FALSE,1,28,54,231,0,22,45,201,-3.613835828600931
2006-05-01,201.3,6.36422,1270.089966,-4.6,-0.2989536621823774,-3.9772727272727293,-3.0916916141150885,FALSE,1,28,54,231,0,22,45,201,-3.9772727272727293
2006-06-01,201.8,6.36422,1270.199951,-4.6,-0.24838549428713996,-4.1817243159525175,0.008659622778250942,FALSE,1,28,54,231,0,22,45,201,-4.1817243159525175
2006-07-01,202.9,5.32434,1276.660034,-4.7,-0.5450941526263575,-4.104669061056954,0.5085878797990828,FALSE,1,28,54,231,0,22,45,201,-4.104669061056954
2006-08-01,203.8,5.32434,1303.819946,-4.7,-0.44356826022671214,-3.926568077511483,2.127419303234812,FALSE,1,28,54,231,0,22,45,201,-3.926568077511483
2006-09-01,202.8,5.32434,1335.849976,-4.5,0.4906771344455385,-2.012072434607637,2.4566298512509466,FALSE,1,28,54,231,0,22,45,201,-2.012072434607637
2006-10-01,201.9,5.11747,1377.939941,-4.4,0.4437869822485285,-1.4063284781516971,3.1508002961554205,FALSE,1,28,54,231,0,22,45,201,-1.4063284781516971
2006-11-01,202,5.11747,1400.630005,-4.5,-0.04952947003467045,-1.9687026754164672,1.6466656727820217,FALSE,1,28,54,232,0,22,45,202,-1.9687026754164672
2006-12-01,203.1,5.11747,1418.300049,-4.4,-0.544554455445545,-2.5239777889954462,1.2615782852659851,FALSE,1,28,54,232,0,22,45,202,-2.5239777889954462
2007-01-01,203.437,4.28093,1438.23999,-4.6,-0.1659281142294633,-2.075765178123423,1.4059042735039773,FALSE,1,22,48,201,0,28,50,233,-2.075765178123423
2007-02-01,204.226,4.28093,1406.819946,-4.5,-0.3878350545869269,-2.420260782347028,-2.184617603352823,FALSE,1,22,48,201,0,28,50,233,-2.420260782347028
2007-03-01,205.288,4.28093,1420.859985,-4.4,-0.5200121434097538,-2.798197295943927,0.9979982896830553,FALSE,1,22,48,201,0,28,50,233,-2.798197295943927
2007-04-01,205.904,4.51093,1482.369995,-4.5,-0.3000662483924943,-2.5929247633283525,4.329069060242419,FALSE,1,22,48,201,0,28,50,233,-2.5929247633283525
2007-05-01,206.755,4.51093,1530.619995,-4.4,-0.41329940166290324,-2.709885742672613,3.254922870993493,FALSE,1,22,48,201,0,28,50,232,-2.709885742672613
2007-06-01,207.234,4.51093,1503.349976,-4.6,-0.23167517109623503,-2.692765113974227,-1.7816322202167556,FALSE,1,22,47,201,0,28,50,232,-2.692765113974227
2007-07-01,207.603,4.75393,1455.27002,-4.7,-0.17805958481715844,-2.3178905864958077,-3.1981878316802548,FALSE,1,22,48,201,0,28,50,232,-2.3178905864958077
2007-08-01,207.667,4.75393,1473.98999,-4.6,-0.030828070885302594,-1.897448478900876,1.2863571531556817,FALSE,1,22,48,202,0,28,50,232,-1.897448478900876
2007-09-01,208.547,4.75393,1526.75,-4.7,-0.42375533907650365,-2.8338264299802685,3.579400834329949,FALSE,1,22,48,202,0,28,50,233,-2.8338264299802685
2007-10-01,209.19,4.39985,1549.380005,-4.7,-0.3083237831280172,-3.610698365527476,1.482233830031121,FALSE,1,22,48,202,0,28,50,233,-3.610698365527476
2007-11-01,210.834,4.39985,1481.140015,-4.7,-0.7858884267890387,-4.373267326732666,-4.404341722481442,FALSE,1,22,48,202,0,28,50,234,-4.373267326732666
2007-12-01,211.445,4.39985,1468.359985,-5,-0.2898014551732553,-4.108813392417532,-0.8628509033968612,TRUE,1,22,48,202,0,28,50,234,-4.108813392417532
2008-01-01,212.174,3.05764,1378.550049,-5,-0.3447705076970342,-4.294695655165981,-6.116343193593643,TRUE,1,22,48,198,0,28,50,231,-4.294695655165981
2008-02-01,212.687,3.05764,1330.630005,-4.9,-0.24178268779397882,-4.142959270611968,-3.476119277262446,TRUE,1,22,48,198,0,28,50,231,-4.142959270611968
2008-03-01,213.448,3.05764,1322.699951,-5.1,-0.3578027806118822,-3.9749035501344343,-0.5959623614529841,TRUE,1,22,48,198,0,28,50,233,-3.9749035501344343
2008-04-01,213.942,2.709,1385.589966,-5,-0.2314381020201539,-3.9037609759888126,4.754669791319888,TRUE,1,22,48,198,0,28,50,234,-3.9037609759888126
2008-05-01,215.208,2.709,1400.380005,-5.4,-0.5917491656617146,-4.088413823123993,1.0674181657577053,TRUE,1,22,48,199,0,28,50,235,-4.088413823123993
2008-06-01,217.463,2.709,1280,-5.6,-1.04782350098509,-4.935966105947864,-8.596238490280362,TRUE,1,22,48,199,0,28,50,235,-4.935966105947864
2008-07-01,219.016,1.87581,1267.380005,-5.8,-0.7141444751521009,-5.497512078341837,-0.9859371093750013,TRUE,1,22,48,199,0,28,50,236,-5.497512078341837
2008-08-01,218.69,1.87581,1282.829956,-6.1,0.14884757278006422,-5.308017162091239,1.219046453238004,TRUE,1,22,48,199,0,28,50,236,-5.308017162091239
2008-09-01,218.877,1.87581,1166.359985,-6.1,-0.08550916822900323,-4.953319875136075,-9.07914337790846,TRUE,1,22,48,199,0,28,50,236,-4.953319875136075
2008-10-01,216.995,-0.92201,968.75,-6.5,0.8598436564828615,-3.7310578899565128,-16.94245237674199,TRUE,1,22,48,199,0,28,50,236,-3.7310578899565128
2008-11-01,213.153,-0.92201,896.23999,-6.8,1.7705477084725474,-1.0999174706166848,-7.4849042580645175,TRUE,1,22,48,199,0,28,50,236,-1.0999174706166848
2008-12-01,211.398,-0.92201,903.25,-7.3,0.8233522399403226,0.02222800255385904,0.7821576897053983,TRUE,1,22,48,199,0,28,50,236,0.02222800255385904
2009-01-01,211.933,-1.93954,825.880005,-7.8,-0.2530771341261451,0.11358601902212717,-8.56573429283144,TRUE,0,22,40,179,1,28,57,254,0.11358601902212717
2009-02-01,212.705,-1.93954,735.090027,-8.3,-0.3642660652187324,-0.008463140671510772,-10.993119757149227,TRUE,0,22,40,179,1,28,57,254,-0.008463140671510772
2009-03-01,212.495,-1.93954,797.869995,-8.7,0.0987282856538485,0.4464787676623838,8.54044616224947,TRUE,0,22,40,179,1,28,57,253,0.4464787676623838
2009-04-01,212.709,-3.19044,872.809998,-9,-0.10070825195886979,0.5763244243767063,9.392507986216469,TRUE,0,22,40,179,1,28,57,254,0.5763244243767063
2009-05-01,213.022,-3.19044,919.140015,-9.4,-0.14714939189219844,1.015761495855172,5.308144625538547,TRUE,0,22,40,179,1,28,57,255,1.015761495855172
2009-06-01,214.79,-3.19044,919.320007,-9.5,-0.8299612246622345,1.2291746182109153,0.019582653030303376,TRUE,0,22,40,179,1,28,57,255,1.2291746182109153
2009-07-01,214.726,-3.09169,987.47998,-9.5,0.029796545463012247,1.9587610037622771,7.414172701671662,FALSE,0,22,40,179,1,28,58,254,1.9587610037622771
2009-08-01,215.445,-3.09169,1020.619995,-9.6,-0.33484533777929926,1.4838355663267633,3.3560189240494864,FALSE,0,24,40,179,1,28,58,255,1.4838355663267633
2009-09-01,215.861,-3.09169,1057.079956,-9.8,-0.19308872334005134,1.377942862886472,3.5723345788458705,FALSE,0,24,41,179,1,28,58,255,1.377942862886472
2009-10-01,216.509,0.11409,1036.189941,-10,-0.3001931798703783,0.22396829420033848,-1.9762000860415463,FALSE,0,24,41,179,1,28,59,255,0.22396829420033848
2009-11-01,217.234,0.11409,1095.630005,-9.9,-0.3348590589767664,-1.9145871744709275,5.736406198137356,FALSE,0,24,41,179,1,28,59,257,-1.9145871744709275
2009-12-01,217.347,0.11409,1115.099976,-9.9,-0.052017639964274665,-2.8141231232083674,1.777057118840042,FALSE,0,24,41,179,1,28,59,257,-2.8141231232083674
2010-01-01,217.488,2.0662,1073.869995,-9.8,-0.06487322116246474,-2.6211113889767157,-3.6974246154947377,FALSE,0,24,41,178,1,26,57,255,-2.6211113889767157
2010-02-01,217.281,2.0662,1104.48999,-9.8,0.09517766497462166,-2.151336357866529,2.85136889405313,FALSE,0,24,41,178,1,26,57,255,-2.151336357866529
2010-03-01,217.353,2.0662,1169.430054,-9.9,-0.03313681361922782,-2.2861714393279886,5.8796426031891835,FALSE,0,24,41,178,1,26,57,253,-2.2861714393279886
2010-04-01,217.403,3.82277,1186.689941,-9.9,-0.023004053314190642,-2.2067707525304403,1.475922988379108,FALSE,0,24,41,177,1,26,57,254,-2.2067707525304403
2010-05-01,217.29,3.82277,1089.410034,-9.6,0.05197720362644098,-2.003548929218568,-8.197584191033446,FALSE,0,24,41,177,1,26,57,254,-2.003548929218568
2010-06-01,217.199,3.82277,1030.709961,-9.4,0.041879515854381655,-1.1215605940686268,-5.388244202641513,FALSE,0,24,41,178,1,26,57,255,-1.1215605940686268
2010-07-01,217.605,4.68295,1101.599976,-9.4,-0.18692535416828804,-1.3407784804821077,6.877784991155234,FALSE,0,24,41,178,1,26,56,255,-1.3407784804821077
2010-08-01,217.923,4.68295,1049.329956,-9.5,-0.14613634796996067,-1.1501775395112546,-4.74491840402872,FALSE,0,24,41,178,1,26,57,255,-1.1501775395112546
2010-09-01,218.275,4.68295,1141.199951,-9.5,-0.1615249422961318,-1.1183122472331775,8.755110294402012,FALSE,0,24,41,178,1,26,57,255,-1.1183122472331775
2010-10-01,219.035,4.55635,1183.26001,-9.4,-0.348184629481163,-1.1666951489314625,3.685599439707654,FALSE,0,24,41,178,1,26,57,255,-1.1666951489314625
2010-11-01,219.59,4.55635,1180.550049,-9.8,-0.25338416234848005,-1.084544776600338,-0.22902497989432113,FALSE,0,24,41,178,1,27,59,255,-1.084544776600338
2010-12-01,220.472,4.55635,1257.640015,-9.3,-0.4016576346828282,-1.437793022217937,6.530004048985472,FALSE,0,24,41,178,1,27,59,255,-1.437793022217937
2011-01-01,221.148,3.79604,1286.119995,-9.2,-0.3066148989440798,-1.682851467667179,2.264557398008682,FALSE,0,29,47,241,1,21,51,193,-1.682851467667179
2011-02-01,221.904,3.79604,1327.219971,-9,-0.34185251505778336,-2.127659574468077,3.195656405295222,FALSE,0,29,47,241,1,21,51,193,-2.127659574468077
2011-03-01,223.044,3.79604,1325.829956,-9,-0.5137356694786988,-2.618321348221553,-0.10473132038185673,FALSE,0,29,47,241,1,21,51,192,-2.618321348221553
2011-04-01,224.06,3.84388,1363.609985,-9.1,-0.4555155036674252,-3.0620552614269325,2.849538044379507,FALSE,0,29,47,241,1,21,51,192,-3.0620552614269325
2011-05-01,224.869,3.84388,1345.199951,-9,-0.3610640007140953,-3.487965391872616,-1.350095276693064,FALSE,0,29,47,240,1,21,51,192,-3.487965391872616
2011-06-01,224.841,3.84388,1320.640015,-9.1,0.012451694097448396,-3.518432405305738,-1.825746126569705,FALSE,0,29,47,240,1,21,51,193,-3.518432405305738
2011-07-01,225.419,3.51581,1292.280029,-9,-0.2570705520790195,-3.5909101353369666,-2.1474425791952023,FALSE,0,29,47,240,1,21,51,192,-3.5909101353369666
2011-08-01,226.082,3.51581,1218.890015,-9,-0.2941189518186116,-3.743982966460635,-5.679110746359761,FALSE,0,29,47,240,1,21,51,193,-3.743982966460635
2011-09-01,226.676,3.51581,1131.420044,-9,-0.2627365292239059,-3.848814568777903,-7.176198830376013,FALSE,0,29,47,242,1,21,51,193,-3.848814568777903
2011-10-01,226.811,3.64473,1253.300049,-8.8,-0.05955637120824697,-3.5501175611203806,10.772303853581011,FALSE,0,29,47,242,1,21,51,193,-3.5501175611203806
2011-11-01,227.157,3.64473,1246.959961,-8.6,-0.15254992041833226,-3.445967484858148,-0.5058715193587249,FALSE,0,29,47,242,1,21,51,193,-3.445967484858148
2011-12-01,227.145,3.64473,1257.599976,-8.5,0.005282689945718122,-3.026688196233529,0.8532763948144062,FALSE,0,29,47,242,1,21,51,193,-3.026688196233529
2012-01-01,227.759,4.71244,1312.410034,-8.3,-0.270311915296384,-2.989400763289729,4.358306221850627,FALSE,0,29,47,242,1,21,51,192,-2.989400763289729
2012-02-01,228.285,4.71244,1365.680054,-8.3,-0.2309458682203669,-2.8755678131083817,4.058946413084175,FALSE,0,29,47,242,1,21,51,192,-2.8755678131083817
2012-03-01,228.866,4.71244,1408.469971,-8.2,-0.25450642836806203,-2.610247305464397,3.1332314530530647,FALSE,0,29,47,242,1,21,51,191,-2.610247305464397
2012-04-01,229.172,4.09937,1397.910034,-8.2,-0.13370269065740015,-2.28153173257164,-0.749745270927038,FALSE,0,29,47,242,1,21,51,190,-2.28153173257164
2012-05-01,228.785,4.09937,1310.329956,-8.2,0.1688687972352665,-1.7414583602008316,-6.265072563317764,FALSE,0,29,47,242,1,21,51,190,-1.7414583602008316
2012-06-01,228.626,4.09937,1362.160034,-8.2,0.06949756321437128,-1.6834118332510473,3.955498213459152,FALSE,0,29,47,242,1,21,51,191,-1.6834118332510473
2012-07-01,228.584,4.37413,1379.319946,-8.2,0.018370614015905673,-1.4040520098128395,1.2597574126154365,FALSE,0,29,47,242,1,21,51,191,-1.4040520098128395
2012-08-01,229.911,4.37413,1406.579956,-8,-0.5805305708185937,-1.6936332834989187,1.9763369680148246,FALSE,0,29,47,242,1,21,51,191,-1.6936332834989187
2012-09-01,231.104,4.37413,1440.670044,-7.8,-0.518896442536465,-1.953448975630434,2.4236153696477025,FALSE,0,29,47,242,1,21,51,191,-1.953448975630434
2012-10-01,231.741,3.46652,1412.160034,-7.8,-0.2756334810301908,-2.1736159180992143,-1.9789409878227415,FALSE,0,29,47,242,1,21,51,191,-2.1736159180992143
2012-11-01,231.202,3.46652,1416.180054,-7.7,0.23258724179149315,-1.780706735869897,0.2846717017343403,FALSE,0,29,47,243,1,21,51,194,-1.780706735869897
2012-12-01,231.165,3.46652,1426.189941,-7.9,0.01600332177057462,-1.769794624579002,0.7068230463864511,FALSE,0,29,47,243,1,21,51,194,-1.769794624579002
2013-01-01,231.444,3.42118,1498.109985,-8,-0.12069301148529554,-1.617938259300411,5.042809651957847,FALSE,0,30,45,232,1,20,53,200,-1.617938259300411
2013-02-01,232.803,3.42118,1514.680054,-7.7,-0.5871830766837727,-1.9791050660358689,1.1060649195259176,FALSE,0,30,45,232,1,20,53,200,-1.9791050660358689
2013-03-01,232.245,3.42118,1569.189941,-7.5,0.23968763289132777,-1.4764097769000228,3.5987723516956116,FALSE,0,30,45,232,1,20,53,200,-1.4764097769000228
2013-04-01,231.672,3.25884,1597.569946,-7.6,0.24672221145772832,-1.090883703070178,1.808576785925231,FALSE,0,30,45,232,1,20,53,201,-1.090883703070178
2013-05-01,231.99,3.25884,1630.73999,-7.5,-0.1372630270382258,-1.400878554101026,2.0762811721046104,FALSE,0,30,45,233,1,20,53,201,-1.400878554101026
2013-06-01,232.583,3.25884,1606.280029,-7.5,-0.25561446614077443,-1.7307742776412116,-1.4999301636062778,FALSE,0,30,46,234,1,20,52,201,-1.7307742776412116
2013-07-01,232.98,3.70892,1685.72998,-7.3,-0.17069175305159945,-1.923144227067497,4.946207981522499,FALSE,0,30,46,234,1,20,52,201,-1.923144227067497
2013-08-01,233.413,3.70892,1632.969971,-7.2,-0.185852862906688,-1.5231981070936262,-3.1298019033866864,FALSE,0,30,46,234,1,20,53,201,-1.5231981070936262
2013-09-01,233.773,3.70892,1681.550049,-7.2,-0.15423305471415905,-1.154891304347827,2.9749523177239112,FALSE,0,30,46,234,1,20,53,201,-1.154891304347827
2013-10-01,233.903,4.56636,1756.540039,-7.2,-0.05560950152498911,-0.9329380644771401,4.459575261800608,FALSE,0,30,46,234,1,20,53,201,-0.9329380644771401
2013-11-01,234.038,4.56636,1805.810059,-7,-0.057716232797355715,-1.2266329876039261,2.804947163518645,FALSE,0,30,46,234,1,20,54,201,-1.2266329876039261
2013-12-01,234.697,4.56636,1848.359985,-6.7,-0.28157820524872257,-1.5279129626024845,2.356279155049279,FALSE,0,30,46,234,1,20,54,201,-1.5279129626024845
2014-01-01,235.128,3.28195,1782.589966,-6.6,-0.1836410350366524,-1.5917457354694964,-3.5582905675162646,FALSE,0,29,45,232,1,21,53,200,-1.5917457354694964
2014-02-01,235.356,3.28195,1859.449951,-6.7,-0.09696845973257151,-1.0966353526371986,4.311702997659528,FALSE,0,29,45,232,1,21,53,200,-1.0966353526371986
2014-03-01,235.79,3.28195,1872.339966,-6.6,-0.18440150240486286,-1.5264053047428394,0.6932165607935747,FALSE,0,29,45,233,1,21,53,199,-1.5264053047428394
2014-04-01,236.24,4.26615,1883.949951,-6.2,-0.19084778828619697,-1.9717531682723832,0.6200788965052828,FALSE,0,29,45,233,1,21,53,199,-1.9717531682723832
2014-05-01,236.95,4.26615,1923.569946,-6.3,-0.3005418218760436,-2.1380231906547698,2.1030280012996005,FALSE,0,29,45,233,1,21,53,199,-2.1380231906547698
2014-06-01,237.348,4.26615,1960.22998,-6.1,-0.167967925722734,-2.0487309906570994,1.9058331658920569,FALSE,0,29,45,233,1,21,53,199,-2.0487309906570994
2014-07-01,237.596,4.3118,1930.670044,-6.2,-0.10448792490351799,-1.9812859472916111,-1.5079830581919862,FALSE,0,29,45,234,1,21,53,199,-1.9812859472916111
2014-08-01,237.409,4.3118,2003.369995,-6.1,0.07870502870419571,-1.7119869073273453,3.765529548973512,FALSE,0,29,45,234,1,21,53,199,-1.7119869073273453
2014-09-01,237.626,4.3118,1972.290039,-5.9,-0.09140344300342385,-1.6481800721212414,-1.5513837223063764,FALSE,0,29,45,234,1,21,53,199,-1.6481800721212414
2014-10-01,237.753,3.66196,2018.050049,-5.7,-0.053445330056467455,-1.6459814538505313,2.320146078677232,FALSE,0,29,45,234,1,21,53,199,-1.6459814538505313
2014-11-01,237.067,3.66196,2067.560059,-5.8,0.2885347398350335,-1.2942342696485198,2.453358876036482,FALSE,0,29,45,235,1,21,53,201,-1.2942342696485198
2014-12-01,236.284,3.66196,2058.899902,-5.6,0.33028637473795364,-0.676191003719695,-0.41885878779204244,FALSE,0,29,45,235,1,21,53,201,-0.676191003719695
2015-01-01,234.677,3.80955,1994.98999,-5.7,0.6801137614057651,0.19181041815521382,-3.1040805790470194,FALSE,0,31,54,245,1,18,44,188,0.19181041815521382
2015-02-01,235.186,3.80955,2104.5,-5.5,-0.2168938583670288,0.07223100324613707,5.489251101455395,FALSE,0,31,54,245,1,18,44,188,0.07223100324613707
2015-03-01,235.74,3.80955,2067.889893,-5.5,-0.23555823901082462,0.021205309809568806,-1.739610691375626,FALSE,0,31,54,245,1,18,44,188,0.021205309809568806
2015-04-01,235.982,NA,2085.51001,-5.4,-0.10265546788834623,0.10921097189299234,0.8520819730124751,FALSE,0,31,54,244,1,18,44,188,0.10921097189299234
2015-05-01,237.031,NA,2107.389893,-5.5,-0.44452542990567334,-0.03418442709433034,1.0491382393316817,FALSE,0,31,54,245,1,18,44,188,-0.03418442709433034
2015-06-01,237.786,NA,2063.110107,-5.3,-0.3185237374014438,-0.18453915769249818,-2.1011672375900514,FALSE,0,31,54,246,1,18,44,188,-0.18453915769249818
